2021-01-02, 570
2021-01-04, 210
2021-01-04, 520
2021-03-07, 400
2021-03-07, 200
2021-04-05, 193
2021-04-17, 168
2021-06-14, 600
2021-06-17, 210
2021-06-26, 450
2021-07-02, 441
2021-07-16, 442
2021-07-17, 195
2021-08-15, 193
2021-08-15, 193
2021-08-15, 220
2021-09-11, 210
2021-09-11, 182
2021-09-11, 194
2021-09-17, 462
2021-09-18, 190
2021-09-25, 177
2021-10-01, 199
2021-10-03, 438
