May 13 2021 01: +0,332.09,1
May 14 2021 01: +0,334.81,1
May 19 2021 01: +0,340.13,1
May 20 2021 01: +0,341.06,1
May 22 2021 01: +0,344.89,1
May 29 2021 01: +0,344.32,1
May 31 2021 01: +0,320,1
Jun 03 2021 01: +0,305.923,3
Jun 11 2021 01: +0,332.033,2
Jun 12 2021 01: +0,340,1
Jun 13 2021 01: +0,387.948,1
Jun 17 2021 01: +0,364.795,2
Jun 18 2021 01: +0,325.294,1
Jun 19 2021 01: +0,365.7,2
Jun 21 2021 01: +0,334.28,1
Jun 27 2021 01: +0,316.36,1
Jun 29 2021 01: +0,314.18,1
Jul 12 2021 01: +0,355.858,1
Jul 25 2021 01: +0,321.338,2
Aug 01 2021 01: +0,273.04,1
Aug 05 2021 01: +0,288.01,1
Aug 10 2021 01: +0,269.37,1
Aug 14 2021 01: +0,259.99,1
Aug 22 2021 01: +0,276.664,2
Aug 23 2021 01: +0,249.795,2
Aug 24 2021 01: +0,270.09,1
Aug 27 2021 01: +0,248.56,2
Aug 30 2021 01: +0,264.065,1
Aug 31 2021 01: +0,260.28,1
Sep 06 2021 01: +0,332.849,1
Sep 08 2021 01: +0,242.56,1
Sep 09 2021 01: +0,327.941,1
Sep 11 2021 01: +0,273.575,2
Sep 14 2021 01: +0,261.32,2
Sep 15 2021 01: +0,251.1,2
Sep 16 2021 01: +0,275.19,1
Sep 17 2021 01: +0,275.23,1
Sep 18 2021 01: +0,274.78,1
Sep 19 2021 01: +0,269.14,1
Sep 21 2021 01: +0,324.27,1
Sep 22 2021 01: +0,200.452,3
Sep 23 2021 01: +0,172.5,2
Sep 26 2021 01: +0,246.786,2
Oct 01 2021 01: +0,225.875,2
Oct 02 2021 01: +0,243.073,3
Oct 06 2021 01: +0,260.133,2
Oct 08 2021 01: +0,260.315,2
Oct 13 2021 01: +0,236.035,2
Oct 14 2021 01: +0,237.56,1
Oct 15 2021 01: +0,252.079,2
Oct 16 2021 01: +0,239.96,1
Oct 17 2021 01: +0,241.06,1
Oct 25 2021 01: +0,219.99,1
Nov 01 2021 01: +0,233.23,1
Nov 03 2021 01: +0,315.49,1
Nov 07 2021 01: +0,287.935,3
Nov 08 2021 01: +0,266.05,1
Nov 09 2021 01: +0,310.079,1
Nov 10 2021 01: +0,168.369,1
Nov 13 2021 01: +0,215.32,1
Nov 16 2021 01: +0,206.603,3
Nov 17 2021 01: +0,206.325,2
Nov 18 2021 01: +0,228.44,1
Nov 21 2021 01: +0,217.654,1
Nov 28 2021 01: +0,233.652,1
Dec 03 2021 01: +0,217.175,2
Dec 04 2021 01: +0,220.319,3
Dec 05 2021 01: +0,246.722,1
Dec 06 2021 01: +0,230,1
Dec 07 2021 01: +0,235.77,2
Dec 15 2021 01: +0,286.9,1
Dec 16 2021 01: +0,232.04,1
Dec 17 2021 01: +0,233.788,1
Dec 19 2021 01: +0,242.815,1
Dec 23 2021 01: +0,220,1
Dec 24 2021 01: +0,241.021,2
Dec 25 2021 01: +0,259.99,1
Dec 27 2021 01: +0,226.48,1
Dec 28 2021 01: +0,243.935,2
Dec 29 2021 01: +0,261.543,1
Dec 30 2021 01: +0,247.198,2
Jan 01 2022 01: +0,274.906,1
Jan 02 2022 01: +0,260.894,1
Jan 05 2022 01: +0,288.273,1
Jan 10 2022 01: +0,243.08,1
Jan 13 2022 01: +0,280.348,1
Jan 15 2022 01: +0,262.858,1
Jan 20 2022 01: +0,260.888,1
Jan 21 2022 01: +0,248.477,2
Jan 22 2022 01: +0,244.997,3
Jan 23 2022 01: +0,242.51,1
Jan 26 2022 01: +0,237.13,1
Jan 27 2022 01: +0,231.94,4
Jan 31 2022 01: +0,237.86,1
Feb 04 2022 01: +0,243.477,1
Feb 05 2022 01: +0,243.4,1
Feb 07 2022 01: +0,253.508,1
Feb 08 2022 01: +0,242.67,1
Feb 10 2022 01: +0,234.41,1
Feb 16 2022 01: +0,238.87,1
Feb 17 2022 01: +0,285.35,1
Feb 18 2022 01: +0,238.98,1
Feb 19 2022 01: +0,233.585,1
Feb 25 2022 01: +0,245.505,2
Feb 27 2022 01: +0,235.63,1
Mar 01 2022 01: +0,267.126,1
Mar 13 2022 01: +0,257.621,2
Mar 14 2022 01: +0,244.69,1
Mar 18 2022 01: +0,256.88,1
Mar 20 2022 01: +0,297.197,1
Mar 23 2022 01: +0,260.6,1
Mar 25 2022 01: +0,259.99,1
Mar 27 2022 01: +0,291.79,2
Apr 01 2022 01: +0,295.499,1
Apr 08 2022 01: +0,272.301,2
Apr 09 2022 01: +0,277.299,2
Apr 14 2022 01: +0,299.401,2
Apr 16 2022 01: +0,277.56,2
Apr 18 2022 01: +0,306.887,2
Apr 20 2022 01: +0,280.5,1
Apr 27 2022 01: +0,269.26,1
Apr 29 2022 01: +0,273.37,1
Apr 30 2022 01: +0,273.59,1
May 05 2022 01: +0,268.7,1
May 06 2022 01: +0,150.26,2
May 07 2022 01: +0,269.29,1
May 10 2022 01: +0,272.98,1
May 11 2022 01: +0,272.69,1
May 23 2022 01: +0,307.63,1
Jun 09 2022 01: +0,305.1,1
