Date,Open,High,Low,Close,Adj Close,Volume,S&P_Gain,Invested_today,Invested,Investment_Value,Investment_Gain
2021-02-03,3840.27001953125,3847.510009765625,3816.679931640625,3830.169921875,3830.169921875,4846900000,1.0259557711702614,0,1300,1322.6391993744687,1.0174147687495914
2021-02-04,3836.659912109375,3872.419921875,3836.659912109375,3871.739990234375,3871.739990234375,4856670000,1.037090799748932,0,1300,1336.9942287998656,1.0284570990768196
2021-02-05,3878.300048828125,3894.56005859375,3874.929931640625,3886.830078125,3886.830078125,4838580000,1.041132856126231,0,1300,1342.205157341745,1.032465505647496
2021-02-08,3892.590087890625,3915.77001953125,3892.590087890625,3915.590087890625,3915.590087890625,4635030000,1.0488365608181396,0,1300,1352.1366008720067,1.0401050775938514
2021-02-09,3910.489990234375,3918.35009765625,3902.639892578125,3911.22998046875,3911.22998046875,4554610000,1.0476686550949896,0,1300,1350.630962974137,1.03894689459549
2021-02-10,3920.780029296875,3931.5,3884.93994140625,3909.8798828125,3909.8798828125,4815380000,1.0473070156611455,0,1300,1350.1647455165403,1.038588265781954
2021-02-11,3916.39990234375,3925.989990234375,3890.389892578125,3916.3798828125,3916.3798828125,4570080000,1.0490481166171424,0,1300,1352.409333869353,1.0403148722071947
2021-02-12,3911.64990234375,3937.22998046875,3905.780029296875,3934.830078125,3934.830078125,4119260000,1.0539902170320532,0,1300,1358.7805790240543,1.0452158300185033
2021-02-16,3939.610107421875,3950.429931640625,3923.85009765625,3932.590087890625,3932.590087890625,5037360000,1.0533902094722851,0,1300,1358.0070627178247,1.0446208174752498
2021-02-17,3918.5,3933.610107421875,3900.429931640625,3931.330078125,3931.330078125,4718280000,1.0530527011326705,0,1300,1357.571954526386,1.0442861188664507
2021-02-18,3915.860107421875,3921.97998046875,3885.030029296875,3913.969970703125,3913.969970703125,4773430000,1.0484025934975267,0,1300,1351.5771399228909,1.0396747230176084
2021-02-19,3921.159912109375,3930.409912109375,3903.070068359375,3906.7099609375,3906.7099609375,4823940000,1.0464579150446844,0,1300,1349.0701040211634,1.0377462338624335
2021-02-22,3885.550048828125,3902.919921875,3874.7099609375,3876.5,3876.5,5870190000,1.0383658239879294,0,1300,1338.637961488973,1.0297215088376714
2021-02-23,3857.070068359375,3895.97998046875,3805.590087890625,3881.3701171875,3881.3701171875,6280650000,1.0396703417865407,0,1300,1340.3197166144953,1.0310151666265348
2021-02-24,3873.7099609375,3928.64990234375,3859.60009765625,3925.429931640625,3925.429931640625,5942350000,1.0514722779504448,0,1300,1355.5345083604295,1.0427188525849458
2021-02-25,3915.800048828125,3925.02001953125,3814.0400390625,3829.340087890625,3829.340087890625,6513060000,1.02573349044049,0,1300,1322.352640036608,1.0171943384896984
2021-02-26,3839.659912109375,3861.080078125,3789.5400390625,3811.14990234375,3811.14990234375,6512950000,1.0208610366796556,0,1300,1316.0711817882975,1.0123624475294597
2021-03-01,3842.510009765625,3914.5,3842.510009765625,3901.820068359375,3901.820068359375,5071540000,1.0451481001766083,0,1300,1347.381520032338,1.0364473231017983
2021-03-02,3903.639892578125,3906.409912109375,3868.570068359375,3870.2900390625,3870.2900390625,5493690000,1.0367024133840859,0,1300,1336.4935297979366,1.0280719459984127
2021-03-03,3863.989990234375,3874.469970703125,3818.860107421875,3819.719970703125,3819.719970703125,6150790000,1.0231566296355734,0,1300,1319.0306088071068,1.0146389298516205
2021-03-04,3818.530029296875,3843.669921875,3723.340087890625,3768.469970703125,3768.469970703125,7142240000,1.0094287182517525,0,1300,1301.3328929483914,1.0010253022679934
2021-03-05,3793.580078125,3851.68994140625,3730.18994140625,3841.93994140625,3841.93994140625,6842570000,1.0291085084407168,0,1300,1326.7036376440412,1.0205412597261856
2021-03-08,3844.389892578125,3881.06005859375,3819.25,3821.35009765625,3821.35009765625,5852240000,1.0235932781888784,600,1900,1915.9976691730103,1.0084198258805317
2021-03-09,3851.929931640625,3903.760009765625,3851.929931640625,3875.43994140625,3875.43994140625,5496340000,1.0380818749062386,0,1900,1943.117930835111,1.0226936478079531
2021-03-10,3891.989990234375,3917.35009765625,3885.72998046875,3898.81005859375,3898.81005859375,5827250000,1.044341833887302,0,1900,1954.8355408198684,1.0288608109578254
2021-03-11,3915.5400390625,3960.27001953125,3915.5400390625,3939.340087890625,3939.340087890625,5300010000,1.0551982758496663,0,1900,1975.1570082802705,1.0395563201475109
2021-03-12,3924.52001953125,3944.989990234375,3915.2099609375,3943.340087890625,3943.340087890625,4469240000,1.056269722591818,0,1900,1977.162579735603,1.04061188407137
2021-03-15,3942.9599609375,3970.080078125,3923.5400390625,3968.93994140625,3968.93994140625,4882190000,1.0631269425040386,0,1900,1989.9981636035116,1.047367454528164
2021-03-16,3973.590087890625,3981.0400390625,3953.43994140625,3962.7099609375,3962.7099609375,4604870000,1.0614581694348106,0,1900,1986.8744958546604,1.045723418870874
2021-03-17,3949.570068359375,3983.8701171875,3935.739990234375,3974.1201171875,3974.1201171875,4541620000,1.0645145131201872,0,1900,1992.5954667736319,1.0487344561966483
2021-03-18,3953.5,3969.6201171875,3910.860107421875,3915.4599609375,3915.4599609375,4043170000,1.0488017047931415,0,1900,1963.1836830385434,1.033254570020286
2021-03-19,3913.139892578125,3930.1201171875,3886.75,3913.10009765625,3913.10009765625,7725050000,1.0481695878369868,0,1900,1962.0004644297028,1.0326318233840541
2021-03-22,3916.47998046875,3955.31005859375,3914.159912109375,3940.590087890625,3940.590087890625,4311380000,1.0555331029565886,0,1900,1975.783749360062,1.0398861838737168
2021-03-23,3937.60009765625,3949.1298828125,3901.570068359375,3910.52001953125,3910.52001953125,4645340000,1.0474784837616047,0,1900,1960.706831669696,1.031950964036682
2021-03-24,3919.929931640625,3942.080078125,3889.070068359375,3889.139892578125,3889.139892578125,4766990000,1.0417515669189248,0,1900,1949.986988587552,1.0263089413618696
2021-03-25,3879.340087890625,3919.5400390625,3853.5,3909.52001953125,3909.52001953125,4940800000,1.0472106220760666,0,1900,1960.2054388058627,1.0316870730557173
2021-03-26,3917.1201171875,3978.18994140625,3917.1201171875,3974.5400390625,3974.5400390625,5467850000,1.0646269941014188,0,1900,1992.8060126051244,1.0488452697921706
2021-03-29,3969.31005859375,3981.830078125,3943.25,3971.090087890625,3971.090087890625,4619840000,1.0637028843654968,0,1900,1991.0762317069732,1.0479348587931439
2021-03-30,3963.340087890625,3968.010009765625,3944.35009765625,3958.550048828125,3958.550048828125,4103570000,1.0603438883655036,0,1900,1984.7887456088465,1.0446256555836033
2021-03-31,3967.25,3994.409912109375,3966.97998046875,3972.889892578125,3972.889892578125,4564980000,1.0641849830827297,0,1900,1991.978640933579,1.0484098110176732
2021-04-01,3992.780029296875,4020.6298828125,3992.780029296875,4019.8701171875,4019.8701171875,4151240000,1.076769185233549,0,1900,2015.5341902939988,1.060807468575789
2021-04-05,4034.43994140625,4083.419921875,4034.43994140625,4077.909912109375,4077.909912109375,3999760000,1.0923158225296006,193,2093,2239.7144507234793,1.0700976830976967
2021-04-06,4075.570068359375,4086.22998046875,4068.139892578125,4073.93994140625,4073.93994140625,4027880000,1.091252419485525,0,2093,2237.5340198301105,1.0690559100956094
2021-04-07,4074.2900390625,4083.1298828125,4068.31005859375,4079.949951171875,4079.949951171875,4112640000,1.092862270831445,0,2093,2240.8349033736845,1.070633016423165
2021-04-08,4089.949951171875,4098.18994140625,4082.5400390625,4097.169921875,4097.169921875,3901910000,1.0974748412088986,0,2093,2250.292644730426,1.0751517652797067
2021-04-09,4096.10986328125,4129.47998046875,4095.510009765625,4128.7998046875,4128.7998046875,3634910000,1.105947274932423,0,2093,2267.6647562131934,1.083451866322596
2021-04-12,4124.7099609375,4131.759765625,4114.81982421875,4127.990234375,4127.990234375,3578500000,1.1057304220639554,0,2093,2267.2201151184013,1.0832394243279508
2021-04-13,4130.10009765625,4148.0,4124.43017578125,4141.58984375,4141.58984375,3728440000,1.109373236353801,0,2093,2274.6894418808524,1.0868081423224332
2021-04-14,4141.580078125,4151.68994140625,4120.8701171875,4124.66015625,4124.66015625,3976540000,1.1048384217244198,0,2093,2265.3911330517667,1.08236556763104
2021-04-15,4139.759765625,4173.490234375,4139.759765625,4170.419921875,4170.419921875,4027680000,1.1170957096745546,0,2093,2290.5238138958657,1.0943735374562187
2021-04-16,4174.14013671875,4191.31005859375,4170.75,4185.47021484375,4185.47021484375,4157430000,1.121127106517004,0,2093,2298.789901027814,1.098322934079223
2021-04-19,4179.7998046875,4180.81005859375,4150.47021484375,4163.259765625,4163.259765625,3788020000,1.1151777781527143,168,2261,2453.9264353135713,1.0853279236238706
2021-04-20,4159.18017578125,4159.18017578125,4118.3798828125,4134.93994140625,4134.93994140625,4338230000,1.107591982303341,0,2261,2437.234043004154,1.0779451760301433
2021-04-21,4128.419921875,4175.02001953125,4126.35009765625,4173.419921875,4173.419921875,3865820000,1.1178992947311686,0,2261,2459.915078206972,1.0879765936342203
2021-04-22,4170.4599609375,4179.56982421875,4123.68994140625,4134.97998046875,4134.97998046875,4235040000,1.1076027072341097,0,2261,2437.2576430001777,1.0779556138877389
2021-04-23,4138.77978515625,4194.169921875,4138.77978515625,4180.169921875,4180.169921875,3568080000,1.1197073611085497,0,2261,2463.8936921707536,1.0897362636756982
2021-04-26,4185.02978515625,4194.18994140625,4182.35986328125,4187.6201171875,4187.6201171875,3738920000,1.1217029829825431,0,2261,2468.2850182601187,1.0916784689341525
2021-04-27,4188.25,4193.35009765625,4176.22021484375,4186.72021484375,4186.72021484375,3703240000,1.1214619336239267,0,2261,2467.754593959247,1.0914438717201447
2021-04-28,4185.14013671875,4201.52978515625,4181.77978515625,4183.18017578125,4183.18017578125,3772390000,1.120513692793775,0,2261,2465.668008944966,1.0905210123595603
2021-04-29,4206.14013671875,4218.77978515625,4176.81005859375,4211.47021484375,4211.47021484375,4288940000,1.1280915103409914,0,2261,2482.34284515978,1.097895995205564
2021-04-30,4198.10009765625,4198.10009765625,4174.85009765625,4181.169921875,4181.169921875,4273680000,1.1199752227940878,0,2261,2464.483116461684,1.0899969555336948
2021-05-03,4191.97998046875,4209.39013671875,4188.02978515625,4192.66015625,4192.66015625,4061170000,1.1230530163410015,0,2261,2471.2557397107953,1.0929923660817316
2021-05-04,4179.0400390625,4179.0400390625,4128.58984375,4164.66015625,4164.66015625,4441080000,1.1155528891459385,0,2261,2454.7518595647375,1.0856929940578228
2021-05-05,4177.06005859375,4187.72021484375,4160.93994140625,4167.58984375,4167.58984375,4029050000,1.116337640177788,0,2261,2456.4786885420735,1.0864567397355478
2021-05-06,4169.14013671875,4202.7001953125,4147.330078125,4201.6201171875,4201.6201171875,4504860000,1.1254530465800747,0,2261,2476.536958333148,1.0953281549461071
2021-05-07,4210.33984375,4238.0400390625,4201.64013671875,4232.60009765625,4232.60009765625,4013060000,1.1337513963663672,0,2261,2494.797311353986,1.1034043836152083
2021-05-10,4228.2900390625,4236.39013671875,4188.1298828125,4188.43017578125,4188.43017578125,3678970000,1.1219199666428494,0,2261,2468.7624864723525,1.0918896446140436
2021-05-11,4150.33984375,4162.0400390625,4111.52978515625,4152.10009765625,4152.10009765625,3593110000,1.112188530680561,0,2261,2447.34865593407,1.0824186890464707
2021-05-12,4130.5498046875,4134.72998046875,4056.8798828125,4063.0400390625,4063.0400390625,3735080000,1.088332753271529,0,2261,2394.854494047208,1.059201456898367
2021-05-13,4074.989990234375,4131.580078125,4074.989990234375,4112.5,4112.5,3687780000,1.1015811817748897,0,2261,2424.0073964522508,1.0720952660116103
2021-05-14,4129.580078125,4183.1298828125,4129.580078125,4173.85009765625,4173.85009765625,3251920000,1.1180145223410118,0,2261,2460.1686342618113,1.0880887369578998
2021-05-17,4169.919921875,4171.919921875,4142.68994140625,4163.2900390625,4163.2900390625,3307130000,1.1151858872467102,0,2261,2453.9442792130044,1.0853358156625406
2021-05-18,4165.93994140625,4169.14990234375,4125.990234375,4127.830078125,4127.830078125,3559790000,1.1056875223408809,0,2261,2433.0433168809905,1.0760916925612518
2021-05-19,4098.4501953125,4116.93017578125,4061.409912109375,4115.68017578125,4115.68017578125,3485550000,1.1024330290199624,0,2261,2425.881869307149,1.0729243119447807
2021-05-20,4121.97021484375,4172.7998046875,4121.97021484375,4159.1201171875,4159.1201171875,3019060000,1.114068924944711,0,2261,2451.486425968596,1.0842487509812455
2021-05-21,4168.60986328125,4188.72021484375,4151.72021484375,4155.85986328125,4155.85986328125,3344620000,1.1131956278381012,0,2261,2449.564753121651,1.083398829332884
2021-05-24,4170.16015625,4209.52001953125,4170.16015625,4197.0498046875,4197.0498046875,2947400000,1.1242288349703893,0,2261,2473.8431051285042,1.0941367116888563
2021-05-25,4205.93994140625,4213.419921875,4182.52001953125,4188.1298828125,4188.1298828125,3420870000,1.1218395296620849,0,2261,2468.5854865021756,1.0918113606820767
2021-05-26,4191.58984375,4202.60986328125,4184.10986328125,4195.990234375,4195.990234375,3674490000,1.1239450166805371,0,2261,2473.2185686483676,1.0938604903354125
2021-05-27,4201.93994140625,4213.3798828125,4197.77978515625,4200.8798828125,4200.8798828125,5201110000,1.125254766152694,0,2261,2476.1006462115415,1.0951351818715354
2021-05-28,4210.77001953125,4218.35986328125,4203.56982421875,4204.10986328125,4204.10986328125,4199270000,1.126119954165308,0,2261,2478.004475159054,1.095977211481227
2021-06-01,4216.52001953125,4234.1201171875,4197.58984375,4202.0400390625,4202.0400390625,4122960000,1.1255655275613063,0,2261,2476.784470486566,1.0954376251599143
2021-06-02,4206.81982421875,4217.3701171875,4198.27001953125,4208.1201171875,4208.1201171875,4860930000,1.1271941475360714,0,2261,2480.368216224197,1.097022652023086
2021-06-03,4191.43017578125,4204.39013671875,4167.93017578125,4192.85009765625,4192.85009765625,4579450000,1.123103894366233,0,2261,2471.367695789493,1.0930418822598378
2021-06-04,4206.0498046875,4233.4501953125,4206.0498046875,4229.89013671875,4229.89013671875,3487070000,1.1330255016619064,0,2261,2493.19999454995,1.1026979188633128
2021-06-07,4229.33984375,4232.33984375,4215.66015625,4226.52001953125,4226.52001953125,3835570000,1.1321227763916022,0,2261,2491.2135656163546,1.1018193567520365
2021-06-08,4233.81005859375,4236.740234375,4208.41015625,4227.259765625,4227.259765625,3943870000,1.1323209260271443,0,2261,2491.6495899331317,1.102012202535662
2021-06-09,4232.990234375,4237.08984375,4218.740234375,4219.5498046875,4219.5498046875,3902870000,1.1302557228949937,0,2261,2487.105151674443,1.1000022784937828
2021-06-10,4228.56005859375,4249.740234375,4220.33984375,4239.18017578125,4239.18017578125,3502480000,1.1355139471839013,0,2261,2498.6757692370816,1.105119756407378
2021-06-11,4242.89990234375,4248.3798828125,4232.25,4247.43994140625,4247.43994140625,3204280000,1.1377264219263623,0,2261,2503.54427573385,1.1072730100547767
2021-06-14,4248.31005859375,4255.58984375,4234.06982421875,4255.14990234375,4255.14990234375,3612050000,1.139791625058513,600,2861,3109.0547231099054,1.0867021052463843
2021-06-15,4255.27978515625,4257.16015625,4238.35009765625,4246.58984375,4246.58984375,3578450000,1.1374987133352874,0,2861,3102.8002570601107,1.0845159933799757
2021-06-16,4248.8701171875,4251.89013671875,4202.4501953125,4223.7001953125,4223.7001953125,3722050000,1.131367453523447,0,2861,3086.075777025756,1.0786703170310228
2021-06-17,4220.3701171875,4232.2900390625,4196.0498046875,4221.85986328125,4221.85986328125,3952110000,1.130874499083607,210,3071,3294.805253474325,1.0728769955956774
2021-06-18,4204.77978515625,4204.77978515625,4164.39990234375,4166.4501953125,4166.4501953125,6084980000,1.1160323720263985,0,3071,3251.562684789249,1.0587960549623083
2021-06-21,4173.39990234375,4226.240234375,4173.39990234375,4224.7900390625,4224.7900390625,3391740000,1.1316593809072952,0,3071,3297.092008333631,1.0736216243352754
2021-06-22,4224.60986328125,4255.83984375,4217.27001953125,4246.43994140625,4246.43994140625,3208760000,1.1374585602408245,0,3071,3313.9879296312065,1.0791233896552284
2021-06-23,4249.27001953125,4256.60009765625,4241.43017578125,4241.83984375,4241.83984375,3172440000,1.136226370328982,0,3071,3310.3979417076075,1.0779543932620017
2021-06-24,4256.97021484375,4271.27978515625,4256.97021484375,4266.490234375,4266.490234375,3141680000,1.1428292655109638,0,3071,3329.635490835617,1.0842186554332847
2021-06-25,4274.4501953125,4286.1201171875,4271.16015625,4280.7001953125,4280.7001953125,6248390000,1.1466355695991113,0,3071,3340.725165875696,1.0878297511806239
2021-06-28,4284.89990234375,4292.14013671875,4274.669921875,4290.60986328125,4290.60986328125,3415610000,1.1492899899643423,450,3521,3799.0584850915416,1.0789714527382963
2021-06-29,4293.2099609375,4300.52001953125,4287.0400390625,4291.7998046875,4291.7998046875,3049560000,1.1496087296751119,0,3521,3800.1121015097724,1.079270690573636
2021-06-30,4290.64990234375,4302.43017578125,4287.9599609375,4297.5,4297.5,3687880000,1.1511355935994136,0,3521,3805.1592570561106,1.0807041343527721
2021-07-01,4300.72998046875,4320.66015625,4300.72998046875,4319.93994140625,4319.93994140625,3077580000,1.157146394127865,0,3521,3825.0283788175507,1.0863471680822354
2021-07-02,4326.60009765625,4355.43017578125,4326.60009765625,4352.33984375,4352.33984375,2628550000,1.1658250865809274,441,3962,4297.339994782909,1.0846390698593915
2021-07-06,4356.4599609375,4356.4599609375,4314.3701171875,4343.5400390625,4343.5400390625,3437900000,1.1634679560649288,0,3962,4288.651391873333,1.0824460857832743
2021-07-07,4351.009765625,4361.8798828125,4329.7900390625,4358.1298828125,4358.1298828125,3243900000,1.1673760162035394,0,3962,4303.0568660126155,1.086081995460024
2021-07-08,4321.06982421875,4330.8798828125,4289.3701171875,4320.81982421875,4320.81982421875,3393780000,1.157382081021097,0,3962,4266.218288888897,1.076784020416178
2021-07-09,4329.3798828125,4371.60009765625,4329.3798828125,4369.5498046875,4369.5498046875,2738280000,1.1704349757256887,0,3962,4314.332476091917,1.088927934399777
2021-07-12,4372.41015625,4386.68017578125,4364.02978515625,4384.6298828125,4384.6298828125,2983980000,1.1744743508702955,0,3962,4329.221989589828,1.0926860145355446
2021-07-13,4381.06982421875,4392.3701171875,4366.919921875,4369.2099609375,4369.2099609375,3166900000,1.1703439446059942,0,3962,4313.996926895098,1.0888432425277885
2021-07-14,4380.10986328125,4393.68017578125,4362.35986328125,4374.2998046875,4374.2998046875,3213870000,1.171707318731994,0,3962,4319.022451072738,1.0901116736680307
2021-07-15,4369.02001953125,4369.02001953125,4340.7001953125,4360.02978515625,4360.02978515625,3226930000,1.1678849272476937,0,3962,4304.932759582761,1.0865554668305808
2021-07-16,4367.43017578125,4375.08984375,4322.52978515625,4327.16015625,4327.16015625,3165160000,1.159080413045858,442,4404,4710.403025004237,1.0695738022262118
2021-07-19,4296.39990234375,4296.39990234375,4233.1298828125,4258.490234375,4258.490234375,4155790000,1.14068637202666,195,4599,4828.930625758132,1.0499957872924837
2021-07-20,4265.10986328125,4336.83984375,4262.0498046875,4323.06005859375,4323.06005859375,3634190000,1.1579821539767847,0,4599,4902.149814839003,1.0659164633265934
2021-07-21,4331.1298828125,4359.7001953125,4331.1298828125,4358.68994140625,4358.68994140625,3078550000,1.1675260344424612,0,4599,4942.552451181013,1.074701554942599
2021-07-22,4361.27001953125,4369.8701171875,4350.06005859375,4367.47998046875,4367.47998046875,2907910000,1.169880549121687,0,4599,4952.51994822677,1.0768688732826202
2021-07-23,4381.2001953125,4415.18017578125,4381.2001953125,4411.7900390625,4411.7900390625,3490730000,1.181749516102895,0,4599,5002.765501743673,1.0877941947692265
2021-07-26,4409.580078125,4422.72998046875,4405.4501953125,4422.2998046875,4422.2998046875,2679110000,1.1845646796378164,0,4599,5014.683089034688,1.0903855379505736
2021-07-27,4416.3798828125,4416.3798828125,4372.509765625,4401.4599609375,4401.4599609375,3381080000,1.1789824839645937,0,4599,4991.051671752559,1.0852471562845312
2021-07-28,4402.9501953125,4415.47021484375,4387.009765625,4400.64013671875,4400.64013671875,3215130000,1.1787628844675144,0,4599,4990.122029071756,1.085045016106057
2021-07-29,4403.58984375,4429.97021484375,4403.58984375,4419.14990234375,4419.14990234375,2815510000,1.1837209414867396,0,4599,5011.111245714937,1.0896088814339937
2021-07-30,4395.1201171875,4412.25,4389.64990234375,4395.259765625,4395.259765625,2861600000,1.1773216891975227,0,4599,4984.020937529305,1.0837184034636453
2021-08-02,4406.85986328125,4422.18017578125,4384.81005859375,4387.16015625,4387.16015625,2919940000,1.175152114178136,0,4599,4974.83635576089,1.0817213211047814
2021-08-03,4392.740234375,4423.7900390625,4373.0,4423.14990234375,4423.14990234375,3305340000,1.1847923882288915,0,4599,5015.647060391019,1.0905951425072884
2021-08-04,4415.9501953125,4416.169921875,4400.22998046875,4402.66015625,4402.66015625,3382620000,1.1793039703039747,0,4599,4992.4126376307095,1.0855430827637986
2021-08-05,4408.85986328125,4429.759765625,4408.85986328125,4429.10009765625,4429.10009765625,2734220000,1.1863862175745779,0,4599,5022.394306197018,1.0920622540110931
2021-08-06,4429.06982421875,4440.81982421875,4429.06982421875,4436.52001953125,4436.52001953125,2839970000,1.1883737303545754,0,4599,5030.808153831021,1.0938917490391435
2021-08-09,4437.77001953125,4439.39013671875,4424.740234375,4432.35009765625,4432.35009765625,2779880000,1.1872567680525763,0,4599,5026.079655621335,1.0928635911331452
2021-08-10,4435.7900390625,4445.2099609375,4430.02978515625,4436.75,4436.75,3219840000,1.1884353333105755,0,4599,5031.0689410273635,1.09394845423513
2021-08-11,4442.18017578125,4449.43994140625,4436.419921875,4442.41015625,4442.41015625,2803060000,1.189951472304109,0,4599,5037.487295974282,1.0953440521796656
2021-08-12,4446.080078125,4461.77001953125,4435.9599609375,4460.830078125,4460.830078125,2543860000,1.194885463625024,0,4599,5058.374633967511,1.0998857651592762
2021-08-13,4464.83984375,4468.3701171875,4460.81982421875,4468.0,4468.0,2371630000,1.196806010983637,0,4599,5066.504993184259,1.1016536188702455
2021-08-16,4461.64990234375,4480.259765625,4437.66015625,4479.7099609375,4479.7099609375,2707170000,1.1999426608579395,606,5205,5688.23653924784,1.0928408336691335
2021-08-17,4462.1201171875,4462.1201171875,4417.830078125,4448.080078125,4448.080078125,2884000000,1.1914702271344149,0,5205,5648.073614256031,1.0851246136899195
2021-08-18,4440.93994140625,4454.31982421875,4397.58984375,4400.27001953125,4400.27001953125,2965210000,1.1786637442538241,0,5205,5587.365460244284,1.0734611835243582
2021-08-19,4382.43994140625,4418.60986328125,4367.72998046875,4405.7998046875,4405.7998046875,3120840000,1.18014496182644,0,5205,5594.3870590206,1.074810193856023
2021-08-20,4410.56005859375,4444.35009765625,4406.7998046875,4441.669921875,4441.669921875,2867770000,1.1897531918767281,0,5205,5639.934139754001,1.0835608337663787
2021-08-23,4450.2900390625,4489.8798828125,4450.2900390625,4479.52978515625,4479.52978515625,2965520000,1.1998943986694808,0,5205,5688.007756029431,1.0927968791603133
