,ID,Date,Item,Revenue,Cumulated_Revenue,Invested,ROI
1913,15252912,2021-12-14,★ Skeleton Knife | Urban Masked (Field-Tested),0.25,544.8899999999987,7257,1.0750847457627117
1912,15253520,2021-12-14,★ Karambit | Gamma Doppler (Factory New),0.78,545.6699999999987,7257,1.0751922281934683
1911,15253553,2021-12-14,★ Karambit | Lore (Field-Tested),0.58,546.2499999999987,7257,1.0752721510265948
1910,15253851,2021-12-14,★ Talon Knife | Blue Steel (Minimal Wear),0.26,546.5099999999987,7257,1.0753079785035138
1909,15256296,2021-12-14,★ StatTrak™ M9 Bayonet | Stained (Minimal Wear),0.26,546.7699999999987,7257,1.0753438059804326
1908,15256327,2021-12-14,★ M9 Bayonet | Lore (Field-Tested),0.67,547.4399999999987,7257,1.0754361306324927
1907,15256488,2021-12-14,★ Karambit | Boreal Forest (Field-Tested),0.25,547.6899999999987,7257,1.07547058012953
1906,15256540,2021-12-14,★ Bayonet | Freehand (Field-Tested),0.21,547.8999999999987,7257,1.0754995177070412
1905,15256809,2021-12-14,★ Karambit | Scorched (Minimal Wear),0.26,548.1599999999987,7257,1.0755353451839602
1904,15257558,2021-12-14,★ Talon Knife | Stained (Minimal Wear),0.25,548.4099999999987,7257,1.0755697946809974
1903,15257594,2021-12-14,★ Skeleton Knife | Forest DDPAT (Minimal Wear),0.23,548.6399999999987,7257,1.0756014882182718
1902,15258618,2021-12-15,★ Skeleton Knife | Urban Masked (Field-Tested),0.24,548.8799999999987,7257,1.0756345597354278
1901,15259242,2021-12-15,★ Karambit | Gamma Doppler (Factory New),0.87,549.7499999999987,7257,1.0757544439851177
1900,15259275,2021-12-15,★ Karambit | Lore (Field-Tested),0.58,550.3299999999988,7257,1.0758343668182442
1899,15259566,2021-12-15,★ Talon Knife | Blue Steel (Minimal Wear),0.27,550.5999999999988,7257,1.0758715722750447
1898,15260856,2021-12-15,★ M9 Bayonet | Damascus Steel (Field-Tested),0.27,550.8699999999988,7257,1.075908777731845
1897,15262030,2021-12-15,★ StatTrak™ M9 Bayonet | Stained (Minimal Wear),0.26,551.1299999999987,7257,1.0759446052087638
1896,15262064,2021-12-15,★ M9 Bayonet | Lore (Field-Tested),0.67,551.7999999999987,7257,1.0760369298608239
1895,15262277,2021-12-15,★ Karambit | Boreal Forest (Field-Tested),0.25,552.0499999999987,7257,1.0760713793578611
1894,15262286,2021-12-15,★ Bayonet | Freehand (Field-Tested),0.21,552.2599999999987,7257,1.0761003169353727
1893,15262322,2021-12-15,★ Karambit | Urban Masked (Field-Tested),0.23,552.4899999999988,7257,1.0761320104726468
1892,15262592,2021-12-15,★ Karambit | Scorched (Minimal Wear),0.26,552.7499999999987,7257,1.0761678379495658
1891,15262771,2021-12-15,★ StatTrak™ Karambit | Lore (Field-Tested),0.59,553.3399999999988,7257,1.0762491387625739
1890,15263381,2021-12-15,★ Talon Knife | Stained (Minimal Wear),0.24,553.5799999999988,7257,1.0762822102797298
1889,15263418,2021-12-15,★ Skeleton Knife | Forest DDPAT (Minimal Wear),0.23,553.8099999999988,7257,1.0763139038170042
1888,15264449,2021-12-16,★ Skeleton Knife | Urban Masked (Field-Tested),0.24,554.0499999999988,7257,1.07634697533416
1887,15265094,2021-12-16,★ Karambit | Gamma Doppler (Factory New),0.79,554.8399999999988,7257,1.076455835744798
1886,15265127,2021-12-16,★ Karambit | Lore (Field-Tested),0.58,555.4199999999988,7257,1.0765357585779247
1885,15265421,2021-12-16,★ Talon Knife | Blue Steel (Minimal Wear),0.27,555.6899999999988,7257,1.076572964034725
1884,15266689,2021-12-16,★ M9 Bayonet | Damascus Steel (Field-Tested),0.27,555.9599999999988,7257,1.0766101694915253
1883,15266788,2021-12-16,★ Karambit | Forest DDPAT (Field-Tested),0.24,556.1999999999988,7257,1.076643241008681
1882,15267793,2021-12-16,★ StatTrak™ M9 Bayonet | Stained (Minimal Wear),0.26,556.4599999999988,7257,1.0766790684856
1881,15267822,2021-12-16,★ M9 Bayonet | Lore (Field-Tested),0.67,557.1299999999987,7257,1.0767713931376601
1880,15268015,2021-12-16,★ Karambit | Boreal Forest (Field-Tested),0.25,557.3799999999987,7257,1.0768058426346974
1879,15268030,2021-12-16,★ Bayonet | Freehand (Field-Tested),0.21,557.5899999999988,7257,1.0768347802122087
1878,15268068,2021-12-16,★ Karambit | Urban Masked (Field-Tested),0.23,557.8199999999988,7257,1.076866473749483
1877,15268328,2021-12-16,★ Karambit | Scorched (Minimal Wear),0.26,558.0799999999988,7257,1.0769023012264018
1876,15268505,2021-12-16,★ StatTrak™ Karambit | Lore (Field-Tested),0.59,558.6699999999988,7257,1.0769836020394101
1875,15269109,2021-12-16,★ Talon Knife | Stained (Minimal Wear),0.24,558.9099999999988,7257,1.0770166735565658
1874,15269149,2021-12-16,★ Skeleton Knife | Forest DDPAT (Minimal Wear),0.23,559.1399999999988,7257,1.0770483670938402
1873,15270181,2021-12-17,★ Skeleton Knife | Urban Masked (Field-Tested),0.24,559.3799999999989,7257,1.0770814386109961
1872,15270817,2021-12-17,★ Karambit | Gamma Doppler (Factory New),0.79,560.1699999999988,7257,1.0771902990216342
1871,15270849,2021-12-17,★ Karambit | Lore (Field-Tested),0.58,560.7499999999989,7257,1.0772702218547607
1870,15271135,2021-12-17,★ Talon Knife | Blue Steel (Minimal Wear),0.27,561.0199999999988,7257,1.077307427311561
1869,15272406,2021-12-17,★ M9 Bayonet | Damascus Steel (Field-Tested),0.27,561.2899999999988,7257,1.0773446327683613
1868,15272498,2021-12-17,★ Karambit | Forest DDPAT (Field-Tested),0.24,561.5299999999988,7257,1.0773777042855173
1867,15273491,2021-12-17,★ StatTrak™ M9 Bayonet | Stained (Minimal Wear),0.26,561.7899999999988,7257,1.077413531762436
1866,15273518,2021-12-17,★ M9 Bayonet | Lore (Field-Tested),0.67,562.4599999999988,7257,1.0775058564144961
1865,15273706,2021-12-17,★ Karambit | Boreal Forest (Field-Tested),0.26,562.7199999999988,7257,1.077541683891415
1864,15273718,2021-12-17,★ Bayonet | Freehand (Field-Tested),0.21,562.9299999999988,7257,1.0775706214689265
1863,15273754,2021-12-17,★ Karambit | Urban Masked (Field-Tested),0.23,563.1599999999988,7257,1.0776023150062009
1862,15274014,2021-12-17,★ Karambit | Scorched (Minimal Wear),0.24,563.3999999999988,7257,1.0776353865233566
1861,15274193,2021-12-17,★ StatTrak™ Karambit | Lore (Field-Tested),0.59,563.9899999999989,7257,1.0777166873363648
1860,15274786,2021-12-17,★ Talon Knife | Stained (Minimal Wear),0.24,564.2299999999989,7257,1.0777497588535205
1859,15274827,2021-12-17,★ Skeleton Knife | Forest DDPAT (Minimal Wear),0.23,564.4599999999989,7257,1.077781452390795
1858,15275891,2021-12-18,★ Skeleton Knife | Urban Masked (Field-Tested),0.24,564.6999999999989,7257,1.0778145239079508
1857,15276530,2021-12-18,★ Karambit | Gamma Doppler (Factory New),0.87,565.5699999999989,7257,1.0779344081576407
1856,15276562,2021-12-18,★ Karambit | Lore (Field-Tested),0.58,566.149999999999,7257,1.0780143309907675
1855,15276842,2021-12-18,★ Talon Knife | Blue Steel (Minimal Wear),0.27,566.4199999999989,7257,1.0780515364475678
1854,15278100,2021-12-18,★ M9 Bayonet | Damascus Steel (Field-Tested),0.27,566.6899999999989,7257,1.078088741904368
1853,15278196,2021-12-18,★ Karambit | Forest DDPAT (Field-Tested),0.24,566.9299999999989,7257,1.0781218134215238
1852,15279201,2021-12-18,★ StatTrak™ M9 Bayonet | Stained (Minimal Wear),0.26,567.1899999999989,7257,1.0781576408984428
1851,15279227,2021-12-18,★ M9 Bayonet | Lore (Field-Tested),0.67,567.8599999999989,7257,1.078249965550503
1850,15279406,2021-12-18,★ Karambit | Boreal Forest (Field-Tested),0.26,568.1199999999989,7257,1.0782857930274217
1849,15279423,2021-12-18,★ Bayonet | Freehand (Field-Tested),0.21,568.3299999999989,7257,1.078314730604933
1848,15279459,2021-12-18,★ Karambit | Urban Masked (Field-Tested),0.23,568.5599999999989,7257,1.0783464241422074
1847,15279722,2021-12-18,★ Karambit | Scorched (Minimal Wear),0.26,568.8199999999989,7257,1.0783822516191262
1846,15279913,2021-12-18,★ StatTrak™ Karambit | Lore (Field-Tested),0.59,569.409999999999,7257,1.0784635524321344
1845,15281596,2021-12-19,★ Skeleton Knife | Urban Masked (Field-Tested),0.24,569.649999999999,7257,1.0784966239492901
1844,15282228,2021-12-19,★ Karambit | Gamma Doppler (Factory New),0.86,570.509999999999,7257,1.0786151302190987
1843,15282256,2021-12-19,★ Karambit | Lore (Field-Tested),0.6,571.109999999999,7257,1.0786978090119883
1842,15282515,2021-12-19,★ Talon Knife | Damascus Steel (Minimal Wear),0.27,571.379999999999,7257,1.0787350144687886
1841,15282569,2021-12-19,★ Karambit | Autotronic (Field-Tested),0.62,571.999999999999,7257,1.0788204492214413
1840,15283802,2021-12-19,★ M9 Bayonet | Damascus Steel (Field-Tested),0.27,572.269999999999,7257,1.0788576546782416
1839,15283897,2021-12-19,★ Karambit | Forest DDPAT (Field-Tested),0.24,572.509999999999,7257,1.0788907261953975
1838,15284890,2021-12-19,★ StatTrak™ M9 Bayonet | Stained (Minimal Wear),0.26,572.769999999999,7257,1.0789265536723163
1837,15284917,2021-12-19,★ M9 Bayonet | Lore (Field-Tested),0.68,573.4499999999989,7257,1.079020256304258
1836,15285087,2021-12-19,★ Karambit | Boreal Forest (Field-Tested),0.26,573.7099999999989,7257,1.0790560837811767
1835,15285102,2021-12-19,★ Bayonet | Freehand (Field-Tested),0.21,573.9199999999989,7257,1.079085021358688
1834,15285137,2021-12-19,★ Karambit | Urban Masked (Field-Tested),0.23,574.149999999999,7257,1.0791167148959624
1833,15285588,2021-12-19,★ StatTrak™ Karambit | Lore (Field-Tested),0.59,574.739999999999,7257,1.0791980157089704
1832,15287280,2021-12-20,★ Skeleton Knife | Urban Masked (Field-Tested),0.23,574.969999999999,7257,1.0792297092462448
1831,15287914,2021-12-20,★ Karambit | Gamma Doppler (Factory New),0.85,575.819999999999,7257,1.0793468375361719
1830,15288200,2021-12-20,★ Talon Knife | Damascus Steel (Minimal Wear),0.27,576.089999999999,7257,1.0793840429929722
1829,15288253,2021-12-20,★ Karambit | Autotronic (Field-Tested),0.67,576.759999999999,7257,1.0794763676450323
1828,15289488,2021-12-20,★ M9 Bayonet | Damascus Steel (Field-Tested),0.27,577.029999999999,7257,1.0795135731018326
1827,15289582,2021-12-20,★ Karambit | Forest DDPAT (Field-Tested),0.24,577.269999999999,7257,1.0795466446189885
1826,15290583,2021-12-20,★ StatTrak™ M9 Bayonet | Stained (Minimal Wear),0.26,577.529999999999,7257,1.0795824720959073
1825,15290613,2021-12-20,★ M9 Bayonet | Lore (Field-Tested),0.68,578.2099999999989,7257,1.0796761747278487
1824,15290789,2021-12-20,★ Karambit | Boreal Forest (Field-Tested),0.26,578.4699999999989,7257,1.0797120022047677
1823,15290810,2021-12-20,★ Bayonet | Freehand (Field-Tested),0.2,578.6699999999989,7257,1.0797395618023975
1822,15290842,2021-12-20,★ Karambit | Urban Masked (Field-Tested),0.23,578.899999999999,7257,1.0797712553396719
1821,15291300,2021-12-20,★ StatTrak™ Karambit | Lore (Field-Tested),0.59,579.489999999999,7257,1.07985255615268
1820,15292989,2021-12-21,★ Skeleton Knife | Urban Masked (Field-Tested),0.23,579.719999999999,7257,1.0798842496899543
1819,15293612,2021-12-21,★ Karambit | Gamma Doppler (Factory New),0.83,580.549999999999,7257,1.0799986220201183
1818,15293904,2021-12-21,★ Talon Knife | Damascus Steel (Minimal Wear),0.27,580.819999999999,7257,1.0800358274769186
1817,15293956,2021-12-21,★ Karambit | Autotronic (Field-Tested),0.67,581.489999999999,7257,1.0801281521289787
1816,15295173,2021-12-21,★ M9 Bayonet | Damascus Steel (Field-Tested),0.27,581.759999999999,7257,1.080165357585779
1815,15295264,2021-12-21,★ Karambit | Forest DDPAT (Field-Tested),0.24,581.999999999999,7257,1.080198429102935
1814,15296255,2021-12-21,★ StatTrak™ M9 Bayonet | Stained (Minimal Wear),0.26,582.259999999999,7257,1.0802342565798537
1813,15296284,2021-12-21,★ M9 Bayonet | Lore (Field-Tested),0.68,582.9399999999989,7257,1.0803279592117954
1812,15296466,2021-12-21,★ Karambit | Boreal Forest (Field-Tested),0.26,583.1999999999989,7257,1.0803637866887141
1811,15296479,2021-12-21,★ Bayonet | Freehand (Field-Tested),0.21,583.409999999999,7257,1.0803927242662255
1810,15296514,2021-12-21,★ Karambit | Urban Masked (Field-Tested),0.23,583.639999999999,7257,1.0804244178034998
1809,15296979,2021-12-21,★ StatTrak™ Karambit | Lore (Field-Tested),0.59,584.229999999999,7257,1.0805057186165081
1808,15299274,2021-12-22,★ Karambit | Gamma Doppler (Factory New),0.83,585.059999999999,7257,1.080620090946672
1807,15299567,2021-12-22,★ Talon Knife | Damascus Steel (Minimal Wear),0.27,585.329999999999,7257,1.0806572964034724
1806,15299618,2021-12-22,★ Karambit | Autotronic (Field-Tested),0.67,585.999999999999,7257,1.0807496210555325
1805,15300828,2021-12-22,★ M9 Bayonet | Damascus Steel (Field-Tested),0.27,586.269999999999,7257,1.0807868265123328
1804,15300929,2021-12-22,★ Karambit | Forest DDPAT (Field-Tested),0.24,586.509999999999,7257,1.0808198980294885
1803,15301037,2021-12-22,AWP | Containment Breach (Field-Tested),0.05,586.5599999999989,7257,1.0808267879288962
1802,15301925,2021-12-22,★ StatTrak™ M9 Bayonet | Stained (Minimal Wear),0.26,586.8199999999989,7257,1.080862615405815
1801,15302141,2021-12-22,★ Karambit | Boreal Forest (Field-Tested),0.26,587.0799999999989,7257,1.0808984428827337
1800,15302151,2021-12-22,★ Bayonet | Freehand (Field-Tested),0.21,587.2899999999989,7257,1.080927380460245
1799,15302187,2021-12-22,★ Karambit | Urban Masked (Field-Tested),0.23,587.519999999999,7257,1.0809590739975194
1798,15302655,2021-12-22,★ StatTrak™ Karambit | Lore (Field-Tested),0.59,588.109999999999,7257,1.0810403748105277
1797,15304771,2021-12-23,★ Stiletto Knife | Doppler (Factory New),0.32,588.429999999999,7257,1.0810844701667355
1796,15304958,2021-12-23,★ Karambit | Gamma Doppler (Factory New),0.79,589.219999999999,7257,1.0811933305773733
1795,15305260,2021-12-23,★ Talon Knife | Damascus Steel (Minimal Wear),0.27,589.489999999999,7257,1.0812305360341739
1794,15305315,2021-12-23,★ Karambit | Autotronic (Field-Tested),0.67,590.159999999999,7257,1.0813228606862337
1793,15306531,2021-12-23,★ M9 Bayonet | Damascus Steel (Field-Tested),0.25,590.409999999999,7257,1.0813573101832712
1792,15306634,2021-12-23,★ Karambit | Forest DDPAT (Field-Tested),0.23,590.639999999999,7257,1.0813890037205456
1791,15306738,2021-12-23,AWP | Containment Breach (Field-Tested),0.05,590.6899999999989,7257,1.081395893619953
1790,15307628,2021-12-23,★ StatTrak™ M9 Bayonet | Stained (Minimal Wear),0.26,590.9499999999989,7257,1.0814317210968718
1789,15307833,2021-12-23,★ Karambit | Boreal Forest (Field-Tested),0.24,591.1899999999989,7257,1.0814647926140277
1788,15307843,2021-12-23,★ Bayonet | Freehand (Field-Tested),0.21,591.399999999999,7257,1.081493730191539
1787,15307875,2021-12-23,★ Karambit | Urban Masked (Field-Tested),0.23,591.629999999999,7257,1.0815254237288134
1786,15310465,2021-12-24,★ Stiletto Knife | Doppler (Factory New),0.32,591.949999999999,7257,1.0815695190850212
1785,15310653,2021-12-24,★ Karambit | Gamma Doppler (Factory New),0.79,592.739999999999,7257,1.0816783794956593
1784,15310949,2021-12-24,★ Talon Knife | Damascus Steel (Minimal Wear),0.27,593.009999999999,7257,1.0817155849524596
1783,15311007,2021-12-24,★ Karambit | Autotronic (Field-Tested),0.67,593.6799999999989,7257,1.0818079096045197
1782,15312227,2021-12-24,★ M9 Bayonet | Damascus Steel (Field-Tested),0.25,593.9299999999989,7257,1.081842359101557
1781,15312330,2021-12-24,★ Karambit | Forest DDPAT (Field-Tested),0.23,594.159999999999,7257,1.0818740526388313
1780,15312433,2021-12-24,AWP | Containment Breach (Field-Tested),0.05,594.2099999999989,7257,1.0818809425382387
1779,15313321,2021-12-24,★ StatTrak™ M9 Bayonet | Stained (Minimal Wear),0.26,594.4699999999989,7257,1.0819167700151575
1778,15313522,2021-12-24,★ Karambit | Boreal Forest (Field-Tested),0.26,594.7299999999989,7257,1.0819525974920765
1777,15313528,2021-12-24,★ Bayonet | Freehand (Field-Tested),0.21,594.9399999999989,7257,1.0819815350695878
1776,15313557,2021-12-24,★ Karambit | Urban Masked (Field-Tested),0.23,595.1699999999989,7257,1.0820132286068622
1775,15316137,2021-12-25,★ Stiletto Knife | Doppler (Factory New),0.32,595.489999999999,7257,1.08205732396307
1774,15316320,2021-12-25,★ Karambit | Gamma Doppler (Factory New),0.79,596.279999999999,7257,1.082166184373708
1773,15316615,2021-12-25,★ Talon Knife | Damascus Steel (Minimal Wear),0.27,596.5499999999989,7257,1.0822033898305083
1772,15316668,2021-12-25,★ Karambit | Autotronic (Field-Tested),0.67,597.2199999999989,7257,1.0822957144825684
1771,15317878,2021-12-25,★ M9 Bayonet | Damascus Steel (Field-Tested),0.27,597.4899999999989,7257,1.0823329199393688
1770,15317981,2021-12-25,★ Karambit | Forest DDPAT (Field-Tested),0.24,597.7299999999989,7257,1.0823659914565247
1769,15318088,2021-12-25,AWP | Containment Breach (Field-Tested),0.05,597.7799999999988,7257,1.0823728813559321
1768,15318970,2021-12-25,★ StatTrak™ M9 Bayonet | Stained (Minimal Wear),0.26,598.0399999999988,7257,1.082408708832851
1767,15319166,2021-12-25,★ Karambit | Boreal Forest (Field-Tested),0.26,598.2999999999988,7257,1.0824445363097697
1766,15319170,2021-12-25,★ Bayonet | Freehand (Field-Tested),0.2,598.4999999999989,7257,1.0824720959073997
1765,15319204,2021-12-25,★ Karambit | Urban Masked (Field-Tested),0.23,598.7299999999989,7257,1.082503789444674
1764,15321168,2021-12-26,★ Bayonet | Black Laminate (Minimal Wear),0.24,598.9699999999989,7257,1.0825368609618298
1763,15321781,2021-12-26,★ Stiletto Knife | Doppler (Factory New),0.32,599.2899999999989,7257,1.0825809563180375
1762,15321962,2021-12-26,★ Karambit | Gamma Doppler (Factory New),0.79,600.0799999999989,7257,1.0826898167286756
1761,15322259,2021-12-26,★ Talon Knife | Damascus Steel (Minimal Wear),0.27,600.3499999999989,7257,1.082727022185476
1760,15322312,2021-12-26,★ Karambit | Autotronic (Field-Tested),0.67,601.0199999999988,7257,1.082819346837536
1759,15322371,2021-12-26,★ M9 Bayonet | Lore (Field-Tested),0.67,601.6899999999988,7257,1.082911671489596
1758,15323540,2021-12-26,★ M9 Bayonet | Damascus Steel (Field-Tested),0.27,601.9599999999988,7257,1.0829488769463964
1757,15323650,2021-12-26,★ Karambit | Forest DDPAT (Field-Tested),0.24,602.1999999999988,7257,1.0829819484635523
1756,15323763,2021-12-26,AWP | Containment Breach (Field-Tested),0.05,602.2499999999987,7257,1.0829888383629598
1755,15324681,2021-12-26,★ StatTrak™ M9 Bayonet | Stained (Minimal Wear),0.26,602.5099999999987,7257,1.0830246658398786
1754,15324873,2021-12-26,★ Karambit | Boreal Forest (Field-Tested),0.24,602.7499999999987,7257,1.0830577373570345
1753,15324879,2021-12-26,★ Bayonet | Freehand (Field-Tested),0.21,602.9599999999988,7257,1.0830866749345458
1752,15324911,2021-12-26,★ Karambit | Urban Masked (Field-Tested),0.22,603.1799999999988,7257,1.0831169904919387
1751,15326875,2021-12-27,★ Bayonet | Black Laminate (Minimal Wear),0.24,603.4199999999988,7257,1.0831500620090946
1750,15327481,2021-12-27,★ Stiletto Knife | Doppler (Factory New),0.31,603.7299999999988,7257,1.0831927793854208
1749,15327654,2021-12-27,★ Karambit | Gamma Doppler (Factory New),0.79,604.5199999999987,7257,1.0833016397960589
1748,15327965,2021-12-27,★ Talon Knife | Damascus Steel (Minimal Wear),0.27,604.7899999999987,7257,1.0833388452528592
1747,15328020,2021-12-27,★ Karambit | Autotronic (Field-Tested),0.67,605.4599999999987,7257,1.0834311699049193
1746,15328082,2021-12-27,★ M9 Bayonet | Lore (Field-Tested),0.67,606.1299999999986,7257,1.0835234945569794
1745,15329262,2021-12-27,★ M9 Bayonet | Damascus Steel (Field-Tested),0.27,606.3999999999986,7257,1.0835607000137797
1744,15329376,2021-12-27,★ Karambit | Forest DDPAT (Field-Tested),0.24,606.6399999999986,7257,1.0835937715309354
1743,15329501,2021-12-27,AWP | Containment Breach (Field-Tested),0.05,606.6899999999986,7257,1.0836006614303428
1742,15330429,2021-12-27,★ StatTrak™ M9 Bayonet | Stained (Minimal Wear),0.26,606.9499999999986,7257,1.0836364889072618
1741,15330622,2021-12-27,★ Karambit | Boreal Forest (Field-Tested),0.25,607.1999999999986,7257,1.083670938404299
1740,15330628,2021-12-27,★ Bayonet | Freehand (Field-Tested),0.2,607.3999999999986,7257,1.083698498001929
1739,15330658,2021-12-27,★ Karambit | Urban Masked (Field-Tested),0.23,607.6299999999986,7257,1.0837301915392032
1738,15331050,2021-12-27,★ Karambit | Scorched (Minimal Wear),0.25,607.8799999999986,7257,1.0837646410362407
1737,15332615,2021-12-28,★ Bayonet | Black Laminate (Minimal Wear),0.24,608.1199999999986,7257,1.0837977125533966
1736,15333234,2021-12-28,★ Stiletto Knife | Doppler (Factory New),0.31,608.4299999999986,7257,1.0838404299297228
1735,15333413,2021-12-28,★ Karambit | Gamma Doppler (Factory New),0.85,609.2799999999986,7257,1.08395755821965
1734,15333714,2021-12-28,★ Talon Knife | Damascus Steel (Minimal Wear),0.27,609.5499999999986,7257,1.0839947636764502
1733,15333764,2021-12-28,★ Karambit | Autotronic (Field-Tested),0.67,610.2199999999985,7257,1.0840870883285103
1732,15333825,2021-12-28,★ M9 Bayonet | Lore (Field-Tested),0.67,610.8899999999985,7257,1.0841794129805702
1731,15334979,2021-12-28,★ M9 Bayonet | Damascus Steel (Field-Tested),0.27,611.1599999999985,7257,1.0842166184373707
1730,15335087,2021-12-28,★ Karambit | Forest DDPAT (Field-Tested),0.24,611.3999999999985,7257,1.0842496899545264
1729,15335220,2021-12-28,AWP | Containment Breach (Field-Tested),0.05,611.4499999999985,7257,1.0842565798539339
1728,15335860,2021-12-28,★ Talon Knife | Blue Steel (Minimal Wear),0.26,611.7099999999984,7257,1.0842924073308529
1727,15336040,2021-12-28,★ Talon Knife | Stained (Minimal Wear),0.23,611.9399999999985,7257,1.084324100868127
1726,15336155,2021-12-28,★ StatTrak™ M9 Bayonet | Stained (Minimal Wear),0.26,612.1999999999985,7257,1.084359928345046
1725,15336361,2021-12-28,★ Bayonet | Freehand (Field-Tested),0.21,612.4099999999985,7257,1.0843888659225573
1724,15336392,2021-12-28,★ Karambit | Urban Masked (Field-Tested),0.24,612.6499999999985,7257,1.0844219374397133
1723,15336792,2021-12-28,★ Karambit | Scorched (Minimal Wear),0.25,612.8999999999985,7257,1.0844563869367505
1722,15338324,2021-12-29,★ Bayonet | Black Laminate (Minimal Wear),0.24,613.1399999999985,7257,1.0844894584539064
1721,15338941,2021-12-29,★ Stiletto Knife | Doppler (Factory New),0.32,613.4599999999986,7257,1.0845335538101142
1720,15339125,2021-12-29,★ Karambit | Gamma Doppler (Factory New),0.85,614.3099999999986,7257,1.0846506821000412
1719,15339240,2021-12-29,★ Skeleton Knife | Urban Masked (Field-Tested),0.23,614.5399999999986,7257,1.0846823756373154
1718,15339419,2021-12-29,★ Talon Knife | Damascus Steel (Minimal Wear),0.27,614.8099999999986,7257,1.084719581094116
1717,15339471,2021-12-29,★ Karambit | Autotronic (Field-Tested),0.67,615.4799999999985,7257,1.0848119057461758
1716,15339532,2021-12-29,★ M9 Bayonet | Lore (Field-Tested),0.67,616.1499999999985,7257,1.084904230398236
1715,15340691,2021-12-29,★ M9 Bayonet | Damascus Steel (Field-Tested),0.27,616.4199999999985,7257,1.0849414358550362
1714,15340797,2021-12-29,★ Karambit | Forest DDPAT (Field-Tested),0.24,616.6599999999985,7257,1.0849745073721921
1713,15340926,2021-12-29,AWP | Containment Breach (Field-Tested),0.05,616.7099999999984,7257,1.0849813972715996
1712,15341552,2021-12-29,★ Talon Knife | Blue Steel (Minimal Wear),0.26,616.9699999999984,7257,1.0850172247485184
1711,15341689,2021-12-29,★ Skeleton Knife | Forest DDPAT (Minimal Wear),0.22,617.1899999999985,7257,1.0850475403059112
1710,15341729,2021-12-29,★ Talon Knife | Stained (Minimal Wear),0.23,617.4199999999985,7257,1.0850792338431856
1709,15341846,2021-12-29,★ StatTrak™ M9 Bayonet | Stained (Minimal Wear),0.26,617.6799999999985,7257,1.0851150613201046
1708,15342060,2021-12-29,★ Bayonet | Freehand (Field-Tested),0.2,617.8799999999985,7257,1.0851426209177344
1707,15342477,2021-12-29,★ Karambit | Scorched (Minimal Wear),0.25,618.1299999999985,7257,1.0851770704147716
1706,15344016,2021-12-30,★ Bayonet | Black Laminate (Minimal Wear),0.24,618.3699999999985,7257,1.0852101419319276
1705,15344628,2021-12-30,★ Stiletto Knife | Doppler (Factory New),0.32,618.6899999999986,7257,1.0852542372881353
1704,15344810,2021-12-30,★ Karambit | Gamma Doppler (Factory New),0.85,619.5399999999986,7257,1.0853713655780624
1703,15344923,2021-12-30,★ Skeleton Knife | Urban Masked (Field-Tested),0.23,619.7699999999986,7257,1.0854030591153367
1702,15345094,2021-12-30,★ Talon Knife | Damascus Steel (Minimal Wear),0.27,620.0399999999986,7257,1.085440264572137
1701,15345147,2021-12-30,★ Karambit | Autotronic (Field-Tested),0.67,620.7099999999986,7257,1.0855325892241972
1700,15345208,2021-12-30,★ M9 Bayonet | Lore (Field-Tested),0.67,621.3799999999985,7257,1.0856249138762573
1699,15346374,2021-12-30,★ M9 Bayonet | Damascus Steel (Field-Tested),0.27,621.6499999999985,7257,1.0856621193330576
1698,15346486,2021-12-30,★ Karambit | Forest DDPAT (Field-Tested),0.24,621.8899999999985,7257,1.0856951908502133
1697,15346616,2021-12-30,AWP | Containment Breach (Field-Tested),0.05,621.9399999999985,7257,1.085702080749621
1696,15347243,2021-12-30,★ Talon Knife | Blue Steel (Minimal Wear),0.26,622.1999999999985,7257,1.0857379082265397
1695,15347376,2021-12-30,★ Skeleton Knife | Forest DDPAT (Minimal Wear),0.22,622.4199999999985,7257,1.0857682237839326
1694,15347416,2021-12-30,★ Talon Knife | Stained (Minimal Wear),0.23,622.6499999999985,7257,1.085799917321207
1693,15347531,2021-12-30,★ StatTrak™ M9 Bayonet | Stained (Minimal Wear),0.26,622.9099999999985,7257,1.0858357447981257
1692,15347744,2021-12-30,★ Bayonet | Freehand (Field-Tested),0.21,623.1199999999985,7257,1.085864682375637
1691,15348166,2021-12-30,★ Karambit | Scorched (Minimal Wear),0.25,623.3699999999985,7257,1.0858991318726745
1690,15349709,2021-12-31,★ Bayonet | Black Laminate (Minimal Wear),0.24,623.6099999999985,7257,1.0859322033898302
1689,15350327,2021-12-31,★ Stiletto Knife | Doppler (Factory New),0.32,623.9299999999986,7257,1.0859762987460382
1688,15350441,2021-12-31,★ StatTrak™ Karambit | Lore (Field-Tested),0.59,624.5199999999986,7257,1.0860575995590462
1687,15350499,2021-12-31,★ Karambit | Gamma Doppler (Factory New),0.9,625.4199999999986,7257,1.0861816177483807
1686,15350608,2021-12-31,★ Skeleton Knife | Urban Masked (Field-Tested),0.23,625.6499999999986,7257,1.0862133112856551
1685,15350781,2021-12-31,★ Talon Knife | Damascus Steel (Minimal Wear),0.27,625.9199999999986,7257,1.0862505167424554
1684,15350838,2021-12-31,★ Karambit | Autotronic (Field-Tested),0.67,626.5899999999986,7257,1.0863428413945155
1683,15350899,2021-12-31,★ M9 Bayonet | Lore (Field-Tested),0.67,627.2599999999985,7257,1.0864351660465754
